Classification Name;Country Name;Data;SUM([Data])/1000;SUM([Data])/1000
China;Lesotho;11384743;11384,743;11384,743
Kuwait;Ethiopia;11322015,3;11322,0153;11322,0153
India;Kenya;11294511,9;11294,5119;11294,5119
Germany, Fed.Rep. Of;Uganda;11200011,7;11200,0117;11200,0117
Saudi Arabia;Uzbekistan;10942560,2;10942,5602;10942,5602
Saudi Arabia;Senegal;10671632,5;10671,6325;10671,6325
Japan;Yemen, Rep.;10448088,4;10448,0884;10448,0884
Multiple Lenders;Honduras;10349407,8;10349,4078;10349,4078
Korea, Republic Of;Tanzania;10239758,6;10239,7586;10239,7586
France;Tanzania;10198896,5;10198,8965;10198,8965
Saudi Arabia;Mali;10182535,5;10182,5355;10182,5355
Libya;Mauritania;9977333,3;9977,3333;9977,3333
Spain;Nicaragua;9940655,9;9940,6559;9940,6559
France;Zambia;9892627,4;9892,6274;9892,6274
Italy;Djibouti;9865114,9;9865,1149;9865,1149
Korea, Republic Of;Cambodia;9851530,2;9851,5302;9851,5302
India;Malawi;9830553,6;9830,5536;9830,5536
Korea, Republic Of;Lao PDR;9718378;9718,378;9718,378
Japan;Lao PDR;9653025,5;9653,0255;9653,0255
India;Chad;9522597,4;9522,5974;9522,5974
China;Yemen, Rep.;9370734,4;9370,7344;9370,7344
Netherlands;Pakistan;9369936,9;9369,9369;9369,9369
China;Gambia, The;9278904,6;9278,9046;9278,9046
Germany, Fed.Rep. Of;Ghana;9266113,3;9266,1133;9266,1133
Kuwait;Guinea;9224955,8;9224,9558;9224,9558
Italy;Pakistan;9199507,8;9199,5078;9199,5078
Spain;Kenya;8991829,5;8991,8295;8991,8295
France;Chad;8794627;8794,627;8794,627
India;Congo, Rep.;8720505,3;8720,5053;8720,5053
China;Sierra Leone;8685720,2;8685,7202;8685,7202
China;Burkina Faso;8639978;8639,978;8639,978
Saudi Arabia;Djibouti;8604722,2;8604,7222;8604,7222
Kuwait;Djibouti;8491220;8491,22;8491,22
Japan;Uganda;8413021,6;8413,0216;8413,0216
Norway;Cameroon;8394522,3;8394,5223;8394,5223
Turkey;Kyrgyz Republic;8282923,8;8282,9238;8282,9238
Russian Federation;Congo, Rep.;8205750;8205,75;8205,75
Norway;Pakistan;8182883,6;8182,8836;8182,8836
Austria;Pakistan;8077250,2;8077,2502;8077,2502
China;Madagascar;8066627,6;8066,6276;8066,6276
Germany, Fed.Rep. Of;Bangladesh;7761658;7761,658;7761,658
China;Honduras;7723000;7723;7723
Malaysia;Lao PDR;7698000;7698;7698
United Arab Emirates;Mali;7676174,1;7676,1741;7676,1741
Italy;Myanmar;7625418,3;7625,4183;7625,4183
Spain;Pakistan;7549333,3;7549,3333;7549,3333
Turkey;Ethiopia;7448000;7448;7448
Venezuela, Republic Bolivarian;Honduras;7424081,2;7424,0812;7424,0812
India;Niger;7400250,2;7400,2502;7400,2502
Korea, Republic Of;Ethiopia;7364273,5;7364,2735;7364,2735
Japan;Cameroon;7292396,5;7292,3965;7292,3965
Spain;Honduras;7264683,4;7264,6834;7264,6834
Kuwait;Uzbekistan;7242845,7;7242,8457;7242,8457
Germany, Fed.Rep. Of;Uzbekistan;7159305,9;7159,3059;7159,3059
Saudi Arabia;Maldives;6990501,4;6990,5014;6990,5014
France;Madagascar;6932121,2;6932,1212;6932,1212
Germany, Fed.Rep. Of;Nigeria;6785531,4;6785,5314;6785,5314
Saudi Arabia;Tajikistan;6761136,4;6761,1364;6761,1364
France;Cabo Verde;6722876,3;6722,8763;6722,8763
India;Burundi;6597444,4;6597,4444;6597,4444
Kuwait;Yemen, Rep.;6486170,8;6486,1708;6486,1708
Kuwait;Mali;6437649,7;6437,6497;6437,6497
India;Central African Republic;6424933,3;6424,9333;6424,9333
United Kingdom;Myanmar;6361900;6361,9;6361,9
Belgium;Pakistan;6353215;6353,215;6353,215
Saudi Arabia;Niger;6243564,8;6243,5648;6243,5648
India;Maldives;6226844,6;6226,8446;6226,8446
Spain;Angola;6192885,8;6192,8858;6192,8858
Brazil;Honduras;6179692,3;6179,6923;6179,6923
India;Gambia, The;6134205,1;6134,2051;6134,2051
India;Mongolia;6129181,8;6129,1818;6129,1818
United States;Yemen, Rep.;6097553,8;6097,5538;6097,5538
India;Angola;6080071,4;6080,0714;6080,0714
China;Comoros;5985921,8;5985,9218;5985,9218
Angola;Chad;5922692,3;5922,6923;5922,6923
India;Togo;5883952,4;5883,9524;5883,9524
Spain;Cabo Verde;5882738,2;5882,7382;5882,7382
France;Uzbekistan;5874067,7;5874,0677;5874,0677
Multiple Lenders;Haiti;5778853,2;5778,8532;5778,8532
Kuwait;Burkina Faso;5716045,9;5716,0459;5716,0459
Korea, Republic Of;Ghana;5672358,1;5672,3581;5672,3581
India;Lao PDR;5630052,9;5630,0529;5630,0529
Kuwait;Gambia, The;5599737,8;5599,7378;5599,7378
Belarus;Bangladesh;5552000;5552;5552
Cameroon;Chad;5457405,8;5457,4058;5457,4058
Venezuela, Republic Bolivarian;Guyana;5443226,2;5443,2262;5443,2262
Kuwait;Tajikistan;5413370;5413,37;5413,37
Germany, Fed.Rep. Of;Mongolia;5381139,6;5381,1396;5381,1396
Kuwait;Tanzania;5372371,6;5372,3716;5372,3716
Kuwait;Benin;5321883,6;5321,8836;5321,8836
Poland;Angola;5302976,9;5302,9769;5302,9769
China;Cabo Verde;5232208,8;5232,2088;5232,2088
Kuwait;Rwanda;5206568,9;5206,5689;5206,5689
Spain;Senegal;5148807,5;5148,8075;5148,8075
Korea, Republic Of;Nepal;5147192,1;5147,1921;5147,1921
Spain;Mauritania;5077934,3;5077,9343;5077,9343
Qatar;Guinea;5023666,7;5023,6667;5023,6667
Saudi Arabia;Afghanistan;5016682,8;5016,6828;5016,6828
Kuwait;Sierra Leone;4991960,2;4991,9602;4991,9602
Kuwait;Togo;4957135;4957,135;4957,135
Hungary;Lao PDR;4875888;4875,888;4875,888
Korea, Republic Of;Nicaragua;4818725,8;4818,7258;4818,7258
United Kingdom;Benin;4818080,4;4818,0804;4818,0804
Iran, Islamic Republic Of;Nicaragua;4798500;4798,5;4798,5
Brazil;Benin;4757692,3;4757,6923;4757,6923
Germany, Fed.Rep. Of;Kyrgyz Republic;4730353,6;4730,3536;4730,3536
India;Guinea-Bissau;4700363,6;4700,3636;4700,3636
Poland;Ethiopia;4605187,1;4605,1871;4605,1871
Saudi Arabia;Burkina Faso;4518647,2;4518,6472;4518,6472
Korea, Republic Of;Mongolia;4494257,7;4494,2577;4494,2577
Saudi Arabia;Gambia, The;4493848,8;4493,8488;4493,8488
United Arab Emirates;Pakistan;4448363,6;4448,3636;4448,3636
China;Dominica;4410756,2;4410,7562;4410,7562
United Arab Emirates;Bangladesh;4395349,4;4395,3494;4395,3494
Saudi Arabia;Rwanda;4350512,6;4350,5126;4350,5126
Korea, Republic Of;Uzbekistan;4287370,2;4287,3702;4287,3702
Germany, Fed.Rep. Of;Kosovo;4123102,9;4123,1029;4123,1029
India;Djibouti;4065600;4065,6;4065,6
China;Liberia;4062330,2;4062,3302;4062,3302
Multiple Lenders;Congo, Rep.;4046000;4046;4046
Kuwait;Malawi;4019929,4;4019,9294;4019,9294
Spain;Cote d'Ivoire;3993224,9;3993,2249;3993,2249
Germany, Fed.Rep. Of;Ethiopia;3991282,4;3991,2824;3991,2824
Thailand;Cambodia;3958420;3958,42;3958,42
Saudi Arabia;Burundi;3918320;3918,32;3918,32
Belarus;Mongolia;3887762,8;3887,7628;3887,7628
France;Benin;3867870,9;3867,8709;3867,8709
Japan;Cabo Verde;3817705,3;3817,7053;3817,7053
Kuwait;Niger;3773190,7;3773,1907;3773,1907
Japan;Fiji;3760324,5;3760,3245;3760,3245
Kuwait;Maldives;3687657,8;3687,6578;3687,6578
India;Sierra Leone;3417672,6;3417,6726;3417,6726
Kuwait;Mozambique;3417571,8;3417,5718;3417,5718
Kuwait;Cote d'Ivoire;3403417,1;3403,4171;3403,4171
France;Yemen, Rep.;3389966,4;3389,9664;3389,9664
Japan;Timor-Leste;3353471,7;3353,4717;3353,4717
Korea, Republic Of;Mozambique;3321298,4;3321,2984;3321,2984
Korea, Republic Of;Cameroon;3284744,4;3284,7444;3284,7444
Kuwait;Lesotho;3264935,1;3264,9351;3264,9351
China;Burundi;3226776,7;3226,7767;3226,7767
India;Cambodia;3193222,3;3193,2223;3193,2223
Austria;Bhutan;3152025,9;3152,0259;3152,0259
France;Dominica;3082921,8;3082,9218;3082,9218
Angola;Sao Tome and Principe;3037788,1;3037,7881;3037,7881
Belgium;Kenya;2997065,3;2997,0653;2997,0653
Multiple Lenders;St. Lucia;2995444,4;2995,4444;2995,4444
Korea, Republic Of;Myanmar;2987043,1;2987,0431;2987,0431
United States;Angola;2973850;2973,85;2973,85
Saudi Arabia;Benin;2901926,6;2901,9266;2901,9266
Germany, Fed.Rep. Of;Cameroon;2890440,4;2890,4404;2890,4404
Korea, Republic Of;Kenya;2878408,3;2878,4083;2878,4083
Kuwait;Honduras;2873900,3;2873,9003;2873,9003
France;Somalia;2849621,6;2849,6216;2849,6216
Kuwait;Ghana;2824736,7;2824,7367;2824,7367
India;Nicaragua;2794975,2;2794,9752;2794,9752
Poland;Tanzania;2791543,9;2791,5439;2791,5439
India;Rwanda;2780190,5;2780,1905;2780,1905
Saudi Arabia;Kyrgyz Republic;2717306,7;2717,3067;2717,3067
Multiple Lenders;Nicaragua;2697158,9;2697,1589;2697,1589
India;Honduras;2653463,7;2653,4637;2653,4637
Kuwait;Mongolia;2647171;2647,171;2647,171
Trinidad & Tobago;Grenada;2642333,3;2642,3333;2642,3333
Spain;Ghana;2609603,3;2609,6033;2609,6033
Saudi Arabia;Cote d'Ivoire;2590060;2590,06;2590,06
United Arab Emirates;Tanzania;2581542,3;2581,5423;2581,5423
United States;Uzbekistan;2552398,4;2552,3984;2552,3984
India;Burkina Faso;2525500;2525,5;2525,5
Saudi Arabia;Ethiopia;2488281,5;2488,2815;2488,2815
Japan;Samoa;2487343,8;2487,3438;2487,3438
Japan;Moldova;2486220,3;2486,2203;2486,2203
China;St. Vincent and the Grenadines;2470760;2470,76;2470,76
Germany, Fed.Rep. Of;Honduras;2470209,3;2470,2093;2470,2093
Iraq;Mauritania;2458809,5;2458,8095;2458,8095
Congo, Rep.;Guinea;2457694,9;2457,6949;2457,6949
Korea, Republic Of;Sierra Leone;2431284,5;2431,2845;2431,2845
France;Maldives;2427879,1;2427,8791;2427,8791
Japan;Zambia;2366859,5;2366,8595;2366,8595
Saudi Arabia;Lesotho;2350653,9;2350,6539;2350,6539
Angola;Mozambique;2287647,1;2287,6471;2287,6471
Kuwait;Cameroon;2287121,8;2287,1218;2287,1218
Czech Republic;Senegal;2172100,3;2172,1003;2172,1003
Kuwait;Madagascar;2151856,7;2151,8567;2151,8567
Multiple Lenders;Gambia, The;2147128,6;2147,1286;2147,1286
Spain;Mozambique;2069298,3;2069,2983;2069,2983
Kuwait;Nicaragua;2022362,7;2022,3627;2022,3627
Multiple Lenders;Grenada;2020058,8;2020,0588;2020,0588
China;Central African Republic;2016518,9;2016,5189;2016,5189
Saudi Arabia;Mozambique;2008643,6;2008,6436;2008,6436
United Arab Emirates;Lesotho;1977300,6;1977,3006;1977,3006
Poland;Mozambique;1971000;1971;1971
Saudi Arabia;Malawi;1944528,6;1944,5286;1944,5286
Saudi Arabia;Uganda;1899539,9;1899,5399;1899,5399
Saudi Arabia;Nepal;1889942,1;1889,9421;1889,9421
Finland;Kenya;1886232;1886,232;1886,232
Multiple Lenders;Chad;1866000;1866;1866
United Arab Emirates;Gambia, The;1766267,6;1766,2676;1766,2676
Kuwait;Uganda;1744285,2;1744,2852;1744,2852
United Kingdom;Pakistan;1735900,5;1735,9005;1735,9005
China;Grenada;1729909;1729,909;1729,909
India;Benin;1708019,5;1708,0195;1708,0195
India;Guyana;1664742,3;1664,7423;1664,7423
Korea, Republic Of;Yemen, Rep.;1644099,8;1644,0998;1644,0998
Germany, Fed.Rep. Of;Cote d'Ivoire;1620210,4;1620,2104;1620,2104
Italy;Yemen, Rep.;1611205,5;1611,2055;1611,2055
Netherlands;Myanmar;1598023,1;1598,0231;1598,0231
India;Madagascar;1564250;1564,25;1564,25
Saudi Arabia;Congo, Rep.;1550666,6;1550,6666;1550,6666
Austria;Grenada;1545909,1;1545,9091;1545,9091
Russian Federation;Tanzania;1538750;1538,75;1538,75
Kuwait;Guinea-Bissau;1537190,1;1537,1901;1537,1901
Germany, Fed.Rep. Of;Nicaragua;1537044,6;1537,0446;1537,0446
Saudi Arabia;Kenya;1524214;1524,214;1524,214
Kuwait;Lao PDR;1494409,3;1494,4093;1494,4093
Japan;Bhutan;1479174,5;1479,1745;1479,1745
Korea, Republic Of;Honduras;1446368,6;1446,3686;1446,3686
Japan;Vanuatu;1442664,1;1442,6641;1442,6641
Kuwait;Grenada;1441287,5;1441,2875;1441,2875
Venezuela, Republic Bolivarian;Gambia, The;1411250;1411,25;1411,25
Czech Republic;Ghana;1411192,2;1411,1922;1411,1922
Belgium;Cameroon;1397521,7;1397,5217;1397,5217
Italy;Honduras;1386655,2;1386,6552;1386,6552
Bulgaria;Afghanistan;1360904,7;1360,9047;1360,9047
Kuwait;Cabo Verde;1359151,6;1359,1516;1359,1516
Multiple Lenders;Solomon Islands;1355500;1355,5;1355,5
Belgium;Ghana;1348206;1348,206;1348,206
Kuwait;Comoros;1320798,8;1320,7988;1320,7988
Trinidad & Tobago;St. Lucia;1258000;1258;1258
United Arab Emirates;Mauritania;1247524,3;1247,5243;1247,5243
Finland;Pakistan;1233333,3;1233,3333;1233,3333
Spain;Yemen, Rep.;1226855,2;1226,8552;1226,8552
Saudi Arabia;Sierra Leone;1214578;1214,578;1214,578
Saudi Arabia;Cameroon;1213229,6;1213,2296;1213,2296
Korea, Republic Of;Madagascar;1195539;1195,539;1195,539
Saudi Arabia;Cabo Verde;1161375,4;1161,3754;1161,3754
Kuwait;Chad;1160263,6;1160,2636;1160,2636
Saudi Arabia;Congo, Dem. Rep.;1148438,1;1148,4381;1148,4381
Saudi Arabia;Comoros;1139827,6;1139,8276;1139,8276
Portugal;Sao Tome and Principe;1128013;1128,013;1128,013
Saudi Arabia;Ghana;1092504,9;1092,5049;1092,5049
Libya;Mali;1084666,7;1084,6667;1084,6667
Austria;Cabo Verde;1070544,5;1070,5445;1070,5445
United Arab Emirates;St. Vincent and the Grenadines;1068812,6;1068,8126;1068,8126
Romania;Mozambique;1035777,8;1035,7778;1035,7778
United Arab Emirates;Senegal;1031782,7;1031,7827;1031,7827
United Arab Emirates;Tajikistan;1025701,6;1025,7016;1025,7016
Denmark;Kenya;1011684,8;1011,6848;1011,6848
Germany, Fed.Rep. Of;Senegal;1008752,7;1008,7527;1008,7527
Korea, Republic Of;Senegal;993460,3;993,4603;993,4603
Saudi Arabia;Guinea-Bissau;986105,2;986,1052;986,1052
India;Guinea;964857,1;964,8571;964,8571
United Arab Emirates;Kyrgyz Republic;953873,4;953,8734;953,8734
United Arab Emirates;Kenya;946533,5;946,5335;946,5335
Kuwait;Kenya;931748,3;931,7483;931,7483
Italy;Angola;922529,7;922,5297;922,5297
Germany, Fed.Rep. Of;Tajikistan;920761,1;920,7611;920,7611
Multiple Lenders;Niger;917555,6;917,5556;917,5556
France;Mongolia;886570,7;886,5707;886,5707
Saudi Arabia;Madagascar;876892,8;876,8928;876,8928
Kuwait;Nepal;868797,2;868,7972;868,7972
Saudi Arabia;Liberia;857506,3;857,5063;857,5063
United Arab Emirates;Sierra Leone;851275,1;851,2751;851,2751
Spain;Uzbekistan;830385,7;830,3857;830,3857
United Arab Emirates;Uganda;814921,7;814,9217;814,9217
Belgium;Senegal;812079,5;812,0795;812,0795
Korea, Republic Of;Kyrgyz Republic;808203,7;808,2037;808,2037
Japan;Maldives;807284,8;807,2848;807,2848
Spain;Djibouti;793416,5;793,4165;793,4165
France;Djibouti;792237,5;792,2375;792,2375
Saudi Arabia;Zambia;776080;776,08;776,08
Saudi Arabia;Togo;746811,5;746,8115;746,8115
France;Angola;734536,6;734,5366;734,5366
Kuwait;Kyrgyz Republic;726660,5;726,6605;726,6605
United Arab Emirates;Burkina Faso;714071,8;714,0718;714,0718
Libya;Guinea-Bissau;684625;684,625;684,625
United Kingdom;Somalia;670120,8;670,1208;670,1208
United Arab Emirates;Djibouti;654486,1;654,4861;654,4861
United States;Grenada;649803,9;649,8039;649,8039
Kuwait;Congo, Dem. Rep.;642791,5;642,7915;642,7915
France;Togo;617071,1;617,0711;617,0711
Belgium;Mali;616804,6;616,8046;616,8046
Kuwait;Burundi;597024,8;597,0248;597,0248
United Arab Emirates;Niger;587746,8;587,7468;587,7468
Saudi Arabia;Central African Republic;580800;580,8;580,8
India;Lesotho;575857,1;575,8571;575,8571
Belgium;Niger;571837,2;571,8372;571,8372
Spain;Burkina Faso;568754;568,754;568,754
Venezuela, Republic Bolivarian;Dominica;566000;566;566
France;Nepal;551193,5;551,1935;551,1935
Italy;Ghana;547261,5;547,2615;547,2615
Belgium;Nepal;545317,5;545,3175;545,3175
Venezuela, Republic Bolivarian;Grenada;544000;544;544
United States;Moldova;533600;533,6;533,6
Netherlands;Angola;516969,1;516,9691;516,9691
France;Grenada;514200,2;514,2002;514,2002
Austria;Mali;506272,2;506,2722;506,2722
France;Comoros;504739,9;504,7399;504,7399
United Arab Emirates;Maldives;503799;503,799;503,799
Kuwait;Liberia;491460,1;491,4601;491,4601
Sweden;Tanzania;489847,9;489,8479;489,8479
Finland;Myanmar;486273,7;486,2737;486,2737
Japan;Senegal;476804;476,804;476,804
United States;St. Vincent and the Grenadines;469666,6;469,6666;469,6666
Spain;Mongolia;454172,6;454,1726;454,1726
United Arab Emirates;Uzbekistan;444624,6;444,6246;444,6246
Barbados;Grenada;439909;439,909;439,909
Kuwait;St. Vincent and the Grenadines;439449;439,449;439,449
France;Rwanda;414531,6;414,5316;414,5316
Kuwait;Congo, Rep.;406611,6;406,6116;406,6116
Spain;Uganda;393929,1;393,9291;393,9291
Saudi Arabia;Chad;385209,1;385,2091;385,2091
Denmark;Kyrgyz Republic;384935,4;384,9354;384,9354
Belgium;Burkina Faso;372531,1;372,5311;372,5311
United States;Cote d'Ivoire;359855,1;359,8551;359,8551
India;Comoros;356142,9;356,1429;356,1429
Germany, Fed.Rep. Of;Papua New Guinea;347988;347,988;347,988
United Arab Emirates;Mongolia;341729,1;341,7291;341,7291
United Arab Emirates;Malawi;339775;339,775;339,775
Belgium;Uzbekistan;321658,4;321,6584;321,6584
Spain;Cameroon;319393,2;319,3932;319,3932
Belgium;Maldives;314145,6;314,1456;314,1456
Germany, Fed.Rep. Of;Moldova;309089,3;309,0893;309,0893
United States;Tajikistan;308857,1;308,8571;308,8571
France;Kyrgyz Republic;307312,5;307,3125;307,3125
United Arab Emirates;Benin;306427;306,427;306,427
India;Fiji;274000;274;274
Austria;Senegal;269785,3;269,7853;269,7853
Libya;Pakistan;256307,9;256,3079;256,3079
Belgium;Mongolia;251570,4;251,5704;251,5704
Saudi Arabia;Myanmar;230090,7;230,0907;230,0907
Switzerland;Honduras;227530,1;227,5301;227,5301
Germany, Fed.Rep. Of;Mauritania;225352;225,352;225,352
Japan;Nicaragua;221499,6;221,4996;221,4996
Vietnam;Cambodia;218000;218;218
Italy;Guyana;214782,1;214,7821;214,7821
Kuwait;Guyana;208000;208;208
United Kingdom;St. Vincent and the Grenadines;205166,7;205,1667;205,1667
Spain;Somalia;202000;202;202
France;St. Lucia;200470,2;200,4702;200,4702
Austria;Kenya;199849,1;199,8491;199,8491
