Classification Name;Country Name;Data;SUM([Data])/1000;SUM([Data])/1000
France;Chad;1350436,8;1350,4368;1350,4368
Kuwait;Chad;1348618,3;1348,6183;1348,6183
Belgium;Ghana;1348206;1348,206;1348,206
Trinidad & Tobago;St. Lucia;1348000;1348;1348
United States;Tajikistan;1333357,1;1333,3571;1333,3571
United Arab Emirates;Mauritania;1278293,5;1278,2935;1278,2935
Brazil;Ghana;1257500;1257,5;1257,5
Finland;Pakistan;1254333,3;1254,3333;1254,3333
Czech Republic;Senegal;1248011,9;1248,0119;1248,0119
Spain;Yemen, Rep.;1242855,2;1242,8552;1242,8552
Saudi Arabia;Sierra Leone;1233778;1233,778;1233,778
Germany, Fed.Rep. Of;Nigeria;1230342,8;1230,3428;1230,3428
United Kingdom;Pakistan;1230240,4;1230,2404;1230,2404
Saudi Arabia;Cameroon;1216962,9;1216,9629;1216,9629
United Kingdom;St. Vincent and the Grenadines;1187000;1187;1187
Saudi Arabia;Congo, Dem. Rep.;1185771,4;1185,7714;1185,7714
Saudi Arabia;Cabo Verde;1181375,5;1181,3755;1181,3755
Korea, Republic Of;Madagascar;1179639;1179,639;1179,639
Saudi Arabia;Comoros;1155827,7;1155,8277;1155,8277
Bulgaria;Afghanistan;1139190,4;1139,1904;1139,1904
Libya;Mali;1113666,7;1113,6667;1113,6667
Japan;Fiji;1097393,7;1097,3937;1097,3937
United Arab Emirates;St. Vincent and the Grenadines;1095497,4;1095,4974;1095,4974
Austria;Cabo Verde;1083003,1;1083,0031;1083,0031
Saudi Arabia;Mozambique;1068410,3;1068,4103;1068,4103
United Arab Emirates;Senegal;1067997,8;1067,9978;1067,9978
United Arab Emirates;Tajikistan;1061916,7;1061,9167;1061,9167
Romania;Mozambique;1041777,8;1041,7778;1041,7778
Germany, Fed.Rep. Of;Senegal;1034802,5;1034,8025;1034,8025
Saudi Arabia;Guinea-Bissau;1024771,9;1024,7719;1024,7719
Spain;Mongolia;990458,7;990,4587;990,4587
United Arab Emirates;Kyrgyz Republic;987093,3;987,0933;987,0933
United Arab Emirates;Kenya;981387,1;981,3871;981,3871
Portugal;Sao Tome and Principe;973299,8;973,2998;973,2998
Austria;Uganda;970638,2;970,6382;970,6382
France;Comoros;960649,1;960,6491;960,6491
Italy;Angola;942539;942,539;942,539
India;Guinea;942000;942;942
Kuwait;Kenya;941665,6;941,6656;941,6656
Multiple Lenders;Niger;938555,6;938,5556;938,5556
Germany, Fed.Rep. Of;Tajikistan;932087,1;932,0871;932,0871
France;St. Lucia;918312,1;918,3121;918,3121
Kuwait;Nepal;908466,6;908,4666;908,4666
Saudi Arabia;Kenya;907726,1;907,7261;907,7261
China;Burundi;901406,7;901,4067;901,4067
France;Mongolia;901294,5;901,2945;901,2945
Saudi Arabia;Madagascar;891292,8;891,2928;891,2928
United Arab Emirates;Sierra Leone;873331;873,331;873,331
Saudi Arabia;Liberia;856593,3;856,5933;856,5933
Spain;Uzbekistan;834916,1;834,9161;834,9161
Korea, Republic Of;Kyrgyz Republic;830889,5;830,8895;830,8895
Denmark;Kenya;825865,2;825,8652;825,8652
Japan;Maldives;824796,4;824,7964;824,7964
Japan;Vanuatu;817645,8;817,6458;817,6458
France;Djibouti;788839,8;788,8398;788,8398
Spain;Djibouti;785256,5;785,2565;785,2565
Kuwait;Kyrgyz Republic;753106,8;753,1068;753,1068
United Arab Emirates;Burkina Faso;734221,5;734,2215;734,2215
Belgium;Burkina Faso;719106,7;719,1067;719,1067
United Arab Emirates;Mongolia;713138,2;713,1382;713,1382
Libya;Guinea-Bissau;710625;710,625;710,625
United States;Grenada;708803,9;708,8039;708,8039
Saudi Arabia;Zambia;691240;691,24;691,24
United Arab Emirates;Djibouti;681443,2;681,4432;681,4432
Belgium;Nepal;674838,2;674,8382;674,8382
United Kingdom;Somalia;670120,8;670,1208;670,1208
Kuwait;Congo, Dem. Rep.;669237,8;669,2378;669,2378
United Arab Emirates;Niger;613614,7;613,6147;613,6147
Multiple Lenders;Guinea-Bissau;607000;607;607
Venezuela, Republic Bolivarian;Dominica;598000;598;598
Kuwait;Burundi;597024,8;597,0248;597,0248
Korea, Republic Of;Senegal;595263,4;595,2634;595,2634
Saudi Arabia;Central African Republic;580800;580,8;580,8
India;Lesotho;579857,1;579,8571;579,8571
Venezuela, Republic Bolivarian;Grenada;573000;573;573
Belgium;Niger;571837,2;571,8372;571,8372
Italy;Ghana;548394,1;548,3941;548,3941
Sweden;Mongolia;543000;543;543
Belgium;Senegal;540842,8;540,8428;540,8428
France;Grenada;540598;540,598;540,598
Kuwait;Dominica;532231,4;532,2314;532,2314
Spain;Burkina Faso;529113;529,113;529,113
Netherlands;Angola;527162,5;527,1625;527,1625
United Arab Emirates;Maldives;523948,7;523,9487;523,9487
Belgium;Mali;517362,3;517,3623;517,3623
Austria;Mali;515333;515,333;515,333
Finland;Myanmar;494201,9;494,2019;494,2019
Saudi Arabia;Togo;493537,7;493,5377;493,5377
Sweden;Tanzania;489847,9;489,8479;489,8479
Belgium;Gambia, The;479089,8;479,0898;479,0898
Germany, Fed.Rep. Of;Cambodia;476952,7;476,9527;476,9527
United States;St. Vincent and the Grenadines;471333,3;471,3333;471,3333
Barbados;Grenada;461909;461,909;461,909
Kuwait;St. Vincent and the Grenadines;459283,7;459,2837;459,2837
Angola;Sao Tome and Principe;457142,9;457,1429;457,1429
Spain;Bangladesh;452000;452;452
Switzerland;Bangladesh;424564,5;424,5645;424,5645
Japan;Senegal;424269,2;424,2692;424,2692
France;Rwanda;414531,6;414,5316;414,5316
France;Angola;368749;368,749;368,749
United States;Cote d'Ivoire;366855,1;366,8551;366,8551
India;Comoros;357142,9;357,1429;357,1429
Saudi Arabia;Chad;355897,6;355,8976;355,8976
Denmark;Kyrgyz Republic;355725,8;355,7258;355,7258
Germany, Fed.Rep. Of;Papua New Guinea;353148,7;353,1487;353,1487
France;Nepal;351015,8;351,0158;351,0158
United Arab Emirates;Malawi;343042,5;343,0425;343,0425
Belgium;Uzbekistan;337514,8;337,5148;337,5148
United Arab Emirates;Benin;321675,4;321,6754;321,6754
Kuwait;Congo, Rep.;315151,5;315,1515;315,1515
China;Nicaragua;314000;314;314
Germany, Fed.Rep. Of;Moldova;313619,7;313,6197;313,6197
France;Kyrgyz Republic;282435;282,435;282,435
