,Unnamed: 0,Country Name,Counterpart-Area Name,Series Name,Series Code,Year,Value
623,21309,Ghana,African Dev. Bank         ,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,2021,29108152.4
624,21314,Ghana,African Dev. Bank         ,"OPS, multilateral (TDS, current US$)",DT.TDS.MLAT.OPS.CD,2021,1947381.4
625,21316,Ghana,African Dev. Bank         ,"OPS, official creditors (TDS, current US$)",DT.TDS.OFFT.OPS.CD,2021,1947381.4
626,21327,Ghana,African Dev. Bank         ,"PPG, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.CD,2021,27160771.0
627,21328,Ghana,African Dev. Bank         ,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,29108152.4
628,21344,Ghana,African Dev. Bank         ,"PS, multilateral (TDS, current US$)",DT.TDS.MLAT.PS.CD,2021,29108152.4
629,21345,Ghana,African Dev. Bank         ,"PS, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.PS.CD,2021,27160771.0
630,21346,Ghana,African Dev. Bank         ,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,29108152.4
631,21910,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,435000.0
632,21916,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"CB, multilateral (TDS, current US$)",DT.TDS.MLAT.CB.CD,2021,246000.0
633,21917,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"CB, official creditors (TDS, current US$)",DT.TDS.OFFT.CB.CD,2021,246000.0
634,21920,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Debt service on external debt, central bank (PPG) (TDS, current US$)",DT.TDS.DECB.CD,2021,246000.0
635,21921,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,3274000.0
636,21922,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,3520000.0
637,21926,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,3520000.0
638,21927,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,3520000.0
639,21928,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,3520000.0
640,21933,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"GG, multilateral (TDS, current US$)",DT.TDS.MLAT.GG.CD,2021,3274000.0
641,21934,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"GG, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.GG.CD,2021,1342000.0
642,21935,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,3274000.0
643,21939,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,2021,3520000.0
644,21957,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"PPG, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.CD,2021,1342000.0
645,21958,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,3520000.0
646,21974,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"PS, multilateral (TDS, current US$)",DT.TDS.MLAT.PS.CD,2021,3520000.0
647,21975,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"PS, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.PS.CD,2021,1342000.0
648,21976,Ghana,Arab Bank for Economic Dev. in Africa (BADEA),"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,3520000.0
649,22820,Ghana,Austria,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,1814643.2
650,22831,Ghana,Austria,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,29015812.5
651,22832,Ghana,Austria,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,29015812.5
652,22836,Ghana,Austria,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,29015812.5
653,22837,Ghana,Austria,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,29015812.5
654,22838,Ghana,Austria,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,29015812.5
655,22839,Ghana,Austria,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,520631.8
656,22840,Ghana,Austria,"GG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.GG.CD,2021,520631.8
657,22842,Ghana,Austria,"GG, commercial banks (TDS, current US$)",DT.TDS.PCBK.GG.CD,2021,28495180.7
658,22845,Ghana,Austria,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,520631.8
659,22847,Ghana,Austria,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,28495180.7
660,22861,Ghana,Austria,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,2021,520631.8
661,22862,Ghana,Austria,"PPG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.CD,2021,520631.8
662,22864,Ghana,Austria,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,2021,28495180.7
663,22868,Ghana,Austria,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,520631.8
664,22870,Ghana,Austria,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,28495180.7
665,22880,Ghana,Austria,"PS, bilateral (TDS, current US$)",DT.TDS.BLAT.PS.CD,2021,520631.8
666,22881,Ghana,Austria,"PS, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.PS.CD,2021,520631.8
667,22883,Ghana,Austria,"PS, commercial banks (TDS, current US$)",DT.TDS.PCBK.PS.CD,2021,28495180.7
668,22886,Ghana,Austria,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,520631.8
669,22888,Ghana,Austria,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,28495180.7
670,23380,Ghana,Belgium,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,521815.1
671,23391,Ghana,Belgium,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,14666434.5
672,23392,Ghana,Belgium,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,14666434.5
673,23396,Ghana,Belgium,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,14666434.5
674,23397,Ghana,Belgium,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,14666434.5
675,23398,Ghana,Belgium,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,14666434.5
676,23399,Ghana,Belgium,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,899273.1
677,23400,Ghana,Belgium,"GG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.GG.CD,2021,899273.1
678,23402,Ghana,Belgium,"GG, commercial banks (TDS, current US$)",DT.TDS.PCBK.GG.CD,2021,13767161.4
679,23405,Ghana,Belgium,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,899273.1
680,23407,Ghana,Belgium,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,13767161.4
681,23421,Ghana,Belgium,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,2021,899273.1
682,23422,Ghana,Belgium,"PPG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.CD,2021,899273.1
683,23424,Ghana,Belgium,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,2021,13767161.4
684,23428,Ghana,Belgium,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,899273.1
685,23430,Ghana,Belgium,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,13767161.4
686,23440,Ghana,Belgium,"PS, bilateral (TDS, current US$)",DT.TDS.BLAT.PS.CD,2021,899273.1
687,23441,Ghana,Belgium,"PS, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.PS.CD,2021,899273.1
688,23443,Ghana,Belgium,"PS, commercial banks (TDS, current US$)",DT.TDS.PCBK.PS.CD,2021,13767161.4
689,23446,Ghana,Belgium,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,899273.1
690,23448,Ghana,Belgium,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,13767161.4
691,23870,Ghana,Bondholders,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,963608000.0
692,23881,Ghana,Bondholders,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,1077864000.0
693,23882,Ghana,Bondholders,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,1084194000.0
694,23885,Ghana,Bondholders,"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)",DT.TDS.DPNG.CD,2021,6330000.0
695,23886,Ghana,Bondholders,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,1077864000.0
696,23887,Ghana,Bondholders,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,1077864000.0
697,23888,Ghana,Bondholders,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,1084194000.0
698,23891,Ghana,Bondholders,"GG, bonds (TDS, current US$)",DT.TDS.PBND.GG.CD,2021,1077864000.0
699,23897,Ghana,Bondholders,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,1077864000.0
700,23909,Ghana,Bondholders,"PNG, bonds (TDS, current US$)",DT.TDS.PNGB.CD,2021,6330000.0
701,23913,Ghana,Bondholders,"PPG, bonds (TDS, current US$)",DT.TDS.PBND.CD,2021,1077864000.0
702,23920,Ghana,Bondholders,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,1077864000.0
703,23932,Ghana,Bondholders,"PS, bonds (TDS, current US$)",DT.TDS.PBND.PS.CD,2021,1077864000.0
704,23938,Ghana,Bondholders,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,1077864000.0
705,24080,Ghana,Brazil,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,3852000.0
706,24091,Ghana,Brazil,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,16973000.0
707,24092,Ghana,Brazil,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,16973000.0
708,24096,Ghana,Brazil,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,16973000.0
709,24097,Ghana,Brazil,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,16973000.0
710,24098,Ghana,Brazil,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,16973000.0
711,24099,Ghana,Brazil,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,1640000.0
712,24102,Ghana,Brazil,"GG, commercial banks (TDS, current US$)",DT.TDS.PCBK.GG.CD,2021,15333000.0
713,24105,Ghana,Brazil,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,1640000.0
714,24107,Ghana,Brazil,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,15333000.0
715,24121,Ghana,Brazil,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,2021,1640000.0
716,24124,Ghana,Brazil,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,2021,15333000.0
717,24128,Ghana,Brazil,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,1640000.0
718,24130,Ghana,Brazil,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,15333000.0
719,24140,Ghana,Brazil,"PS, bilateral (TDS, current US$)",DT.TDS.BLAT.PS.CD,2021,1640000.0
720,24143,Ghana,Brazil,"PS, commercial banks (TDS, current US$)",DT.TDS.PCBK.PS.CD,2021,15333000.0
721,24146,Ghana,Brazil,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,1640000.0
722,24148,Ghana,Brazil,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,15333000.0
723,25410,Ghana,China,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,37766695.8
724,25421,Ghana,China,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,327135347.0
725,25422,Ghana,China,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,327135347.0
726,25426,Ghana,China,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,327135347.0
727,25427,Ghana,China,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,327135347.0
728,25428,Ghana,China,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,327135347.0
729,25429,Ghana,China,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,297360347.0
730,25432,Ghana,China,"GG, commercial banks (TDS, current US$)",DT.TDS.PCBK.GG.CD,2021,29775000.0
731,25435,Ghana,China,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,297360347.0
732,25437,Ghana,China,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,29775000.0
733,25451,Ghana,China,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,2021,297360347.0
734,25454,Ghana,China,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,2021,29775000.0
735,25458,Ghana,China,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,297360347.0
736,25460,Ghana,China,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,29775000.0
737,25470,Ghana,China,"PS, bilateral (TDS, current US$)",DT.TDS.BLAT.PS.CD,2021,297360347.0
738,25473,Ghana,China,"PS, commercial banks (TDS, current US$)",DT.TDS.PCBK.PS.CD,2021,29775000.0
739,25476,Ghana,China,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,297360347.0
740,25478,Ghana,China,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,29775000.0
741,26320,Ghana,Czechia,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,819995.0
742,26331,Ghana,Czechia,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,2506132.1
743,26332,Ghana,Czechia,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,2506132.1
744,26336,Ghana,Czechia,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,2506132.1
745,26337,Ghana,Czechia,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,2506132.1
746,26338,Ghana,Czechia,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,2506132.1
747,26339,Ghana,Czechia,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,2015081.7
748,26342,Ghana,Czechia,"GG, commercial banks (TDS, current US$)",DT.TDS.PCBK.GG.CD,2021,491050.4
749,26345,Ghana,Czechia,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,2015081.7
750,26347,Ghana,Czechia,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,491050.4
751,26361,Ghana,Czechia,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,2021,2015081.7
752,26364,Ghana,Czechia,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,2021,491050.4
753,26368,Ghana,Czechia,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,2015081.7
754,26370,Ghana,Czechia,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,491050.4
755,26380,Ghana,Czechia,"PS, bilateral (TDS, current US$)",DT.TDS.BLAT.PS.CD,2021,2015081.7
756,26383,Ghana,Czechia,"PS, commercial banks (TDS, current US$)",DT.TDS.PCBK.PS.CD,2021,491050.4
757,26386,Ghana,Czechia,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,2015081.7
758,26388,Ghana,Czechia,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,491050.4
759,26460,Ghana,Denmark,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,14199.0
760,26471,Ghana,Denmark,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,6124523.1
761,26472,Ghana,Denmark,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,6124523.1
762,26476,Ghana,Denmark,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,6124523.1
763,26477,Ghana,Denmark,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,6124523.1
764,26478,Ghana,Denmark,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,6124523.1
765,26482,Ghana,Denmark,"GG, commercial banks (TDS, current US$)",DT.TDS.PCBK.GG.CD,2021,6124523.1
766,26487,Ghana,Denmark,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,6124523.1
767,26504,Ghana,Denmark,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,2021,6124523.1
768,26510,Ghana,Denmark,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,6124523.1
769,26523,Ghana,Denmark,"PS, commercial banks (TDS, current US$)",DT.TDS.PCBK.PS.CD,2021,6124523.1
770,26528,Ghana,Denmark,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,6124523.1
771,27090,Ghana,Economic Community of West African States (ECOWAS),"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,859451.7
772,27101,Ghana,Economic Community of West African States (ECOWAS),"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,3428450.0
773,27102,Ghana,Economic Community of West African States (ECOWAS),"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,3428450.0
774,27106,Ghana,Economic Community of West African States (ECOWAS),"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,3428450.0
775,27107,Ghana,Economic Community of West African States (ECOWAS),"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,3428450.0
776,27108,Ghana,Economic Community of West African States (ECOWAS),"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,3428450.0
777,27113,Ghana,Economic Community of West African States (ECOWAS),"GG, multilateral (TDS, current US$)",DT.TDS.MLAT.GG.CD,2021,3428450.0
778,27115,Ghana,Economic Community of West African States (ECOWAS),"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,3428450.0
779,27119,Ghana,Economic Community of West African States (ECOWAS),"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,2021,3428450.0
780,27138,Ghana,Economic Community of West African States (ECOWAS),"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,3428450.0
781,27154,Ghana,Economic Community of West African States (ECOWAS),"PS, multilateral (TDS, current US$)",DT.TDS.MLAT.PS.CD,2021,3428450.0
782,27156,Ghana,Economic Community of West African States (ECOWAS),"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,3428450.0
783,27230,Ghana,Egypt,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,2845000.0
784,27241,Ghana,Egypt,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,9274000.0
785,27242,Ghana,Egypt,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,9274000.0
786,27246,Ghana,Egypt,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,9274000.0
787,27247,Ghana,Egypt,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,9274000.0
788,27248,Ghana,Egypt,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,9274000.0
789,27249,Ghana,Egypt,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,9274000.0
790,27255,Ghana,Egypt,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,9274000.0
791,27271,Ghana,Egypt,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,2021,9274000.0
792,27278,Ghana,Egypt,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,9274000.0
793,27290,Ghana,Egypt,"PS, bilateral (TDS, current US$)",DT.TDS.BLAT.PS.CD,2021,9274000.0
794,27296,Ghana,Egypt,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,9274000.0
795,28280,Ghana,European Investment Bank,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,624758.2
796,28291,Ghana,European Investment Bank,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,6130439.4
797,28292,Ghana,European Investment Bank,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,6130439.4
798,28296,Ghana,European Investment Bank,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,6130439.4
799,28297,Ghana,European Investment Bank,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,6130439.4
800,28298,Ghana,European Investment Bank,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,6130439.4
801,28303,Ghana,European Investment Bank,"GG, multilateral (TDS, current US$)",DT.TDS.MLAT.GG.CD,2021,6130439.4
802,28305,Ghana,European Investment Bank,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,6130439.4
803,28309,Ghana,European Investment Bank,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,2021,6130439.4
804,28328,Ghana,European Investment Bank,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,6130439.4
805,28344,Ghana,European Investment Bank,"PS, multilateral (TDS, current US$)",DT.TDS.MLAT.PS.CD,2021,6130439.4
806,28346,Ghana,European Investment Bank,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,6130439.4
807,28910,Ghana,France,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,12284609.0
808,28911,Ghana,France,"Interest payments on external debt, other public sector (PPG) (INT, current US$)",DT.INT.DOPS.CD,2021,450819.8
809,28921,Ghana,France,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,99104625.8
810,28922,Ghana,France,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,104106240.8
811,28923,Ghana,France,"Debt service on external debt, other public sector (PPG) (TDS, current US$)",DT.TDS.DOPS.CD,2021,5001615.0
812,28926,Ghana,France,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,104106240.8
813,28927,Ghana,France,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,104106240.8
814,28928,Ghana,France,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,104106240.8
815,28929,Ghana,France,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,15919500.3
816,28930,Ghana,France,"GG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.GG.CD,2021,11677534.5
817,28932,Ghana,France,"GG, commercial banks (TDS, current US$)",DT.TDS.PCBK.GG.CD,2021,83185125.5
818,28935,Ghana,France,"GG, official creditors (TDS, current US$)",DT.TDS.OFFT.GG.CD,2021,15919500.3
819,28937,Ghana,France,"GG, private creditors (TDS, current US$)",DT.TDS.PRVT.GG.CD,2021,83185125.5
820,28940,Ghana,France,"OPS, bilateral (TDS, current US$)",DT.TDS.BLAT.OPS.CD,2021,5001615.0
821,28941,Ghana,France,"OPS, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.OPS.CD,2021,5001615.0
822,28946,Ghana,France,"OPS, official creditors (TDS, current US$)",DT.TDS.OFFT.OPS.CD,2021,5001615.0
823,28951,Ghana,France,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,2021,20921115.3
824,28952,Ghana,France,"PPG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.CD,2021,16679149.5
825,28954,Ghana,France,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,2021,83185125.5
826,28958,Ghana,France,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,2021,20921115.3
827,28960,Ghana,France,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2021,83185125.5
828,28970,Ghana,France,"PS, bilateral (TDS, current US$)",DT.TDS.BLAT.PS.CD,2021,20921115.3
829,28971,Ghana,France,"PS, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.PS.CD,2021,16679149.5
830,28973,Ghana,France,"PS, commercial banks (TDS, current US$)",DT.TDS.PCBK.PS.CD,2021,83185125.5
831,28976,Ghana,France,"PS, official creditors (TDS, current US$)",DT.TDS.OFFT.PS.CD,2021,20921115.3
832,28978,Ghana,France,"PS, private creditors (TDS, current US$)",DT.TDS.PRVT.PS.CD,2021,83185125.5
833,29330,Ghana,"Germany, Fed. Rep. of","Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2021,30199541.5
834,29341,Ghana,"Germany, Fed. Rep. of","Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,2021,91111545.9
835,29342,Ghana,"Germany, Fed. Rep. of","Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,2021,91111545.9
836,29346,Ghana,"Germany, Fed. Rep. of","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,2021,91111545.9
837,29347,Ghana,"Germany, Fed. Rep. of","Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,2021,91111545.9
838,29348,Ghana,"Germany, Fed. Rep. of","Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,2021,91111545.9
839,29349,Ghana,"Germany, Fed. Rep. of","GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,2021,37257121.1
