"Date","Currency","Currency Pair","Buying","Selling","Mid Rate"
"25 Oct 2019","US Dollar","USDGHS","5.3295","5.3349","5.3322"
"24 Oct 2019","US Dollar","USDGHS","5.3245","5.3299","5.3272"
"23 Oct 2019","US Dollar","USDGHS","5.3248","5.3302","5.3275"
"22 Oct 2019","US Dollar","USDGHS","5.3198","5.3252","5.3225"
"21 Oct 2019","US Dollar","USDGHS","5.3188","5.3242","5.3215"
"18 Oct 2019","US Dollar","USDGHS","5.3188","5.3242","5.3215"
"17 Oct 2019","US Dollar","USDGHS","5.3178","5.3232","5.3205"
"16 Oct 2019","US Dollar","USDGHS","5.3183","5.3237","5.3210"
"15 Oct 2019","US Dollar","USDGHS","5.3193","5.3247","5.3220"
"14 Oct 2019","US Dollar","USDGHS","5.3193","5.3247","5.3220"
"11 Oct 2019","US Dollar","USDGHS","5.3191","5.3245","5.3218"
"10 Oct 2019","US Dollar","USDGHS","5.3171","5.3225","5.3198"
"09 Oct 2019","US Dollar","USDGHS","5.3173","5.3227","5.3200"
"08 Oct 2019","US Dollar","USDGHS","5.3175","5.3229","5.3202"
"07 Oct 2019","US Dollar","USDGHS","5.3174","5.3228","5.3201"
"04 Oct 2019","US Dollar","USDGHS","5.3126","5.3180","5.3153"
"03 Oct 2019","US Dollar","USDGHS","5.3126","5.3180","5.3153"
"02 Oct 2019","US Dollar","USDGHS","5.3129","5.3183","5.3156"
"01 Oct 2019","US Dollar","USDGHS","5.3129","5.3183","5.3156"
"30 Sep 2019","US Dollar","USDGHS","5.3134","5.3188","5.3161"
"27 Sep 2019","US Dollar","USDGHS","5.3134","5.3188","5.3161"
"26 Sep 2019","US Dollar","USDGHS","5.3137","5.3191","5.3164"
"25 Sep 2019","US Dollar","USDGHS","5.3139","5.3193","5.3166"
"24 Sep 2019","US Dollar","USDGHS","5.3141","5.3195","5.3168"
"20 Sep 2019","US Dollar","USDGHS","5.3142","5.3196","5.3169"
"19 Sep 2019","US Dollar","USDGHS","5.3093","5.3147","5.3120"
"18 Sep 2019","US Dollar","USDGHS","5.3068","5.3122","5.3095"
"17 Sep 2019","US Dollar","USDGHS","5.3068","5.3122","5.3095"
"16 Sep 2019","US Dollar","USDGHS","5.3043","5.3097","5.3070"
"13 Sep 2019","US Dollar","USDGHS","5.3043","5.3097","5.3070"
"12 Sep 2019","US Dollar","USDGHS","5.3043","5.3097","5.3070"
"11 Sep 2019","US Dollar","USDGHS","5.3013","5.3067","5.3040"
"10 Sep 2019","US Dollar","USDGHS","5.3013","5.3067","5.3040"
"09 Sep 2019","US Dollar","USDGHS","5.3003","5.3057","5.3030"
"06 Sep 2019","US Dollar","USDGHS","5.3003","5.3057","5.3030"
"05 Sep 2019","US Dollar","USDGHS","5.2974","5.3027","5.3001"
"04 Sep 2019","US Dollar","USDGHS","5.2974","5.3027","5.3001"
"03 Sep 2019","US Dollar","USDGHS","5.2846","5.2898","5.2872"
"02 Sep 2019","US Dollar","USDGHS","5.2788","5.2840","5.2814"
"30 Aug 2019","US Dollar","USDGHS","5.2788","5.2840","5.2814"
"29 Aug 2019","US Dollar","USDGHS","5.2788","5.2840","5.2814"
"28 Aug 2019","US Dollar","USDGHS","5.2778","5.2830","5.2804"
"27 Aug 2019","US Dollar","USDGHS","5.2778","5.2830","5.2804"
"26 Aug 2019","US Dollar","USDGHS","5.2763","5.2815","5.2789"
"23 Aug 2019","US Dollar","USDGHS","5.2748","5.2800","5.2774"
"22 Aug 2019","US Dollar","USDGHS","5.2738","5.2790","5.2764"
"21 Aug 2019","US Dollar","USDGHS","5.2724","5.2776","5.2750"
"20 Aug 2019","US Dollar","USDGHS","5.2724","5.2776","5.2750"
"19 Aug 2019","US Dollar","USDGHS","5.2724","5.2776","5.2750"
"16 Aug 2019","US Dollar","USDGHS","5.2674","5.2726","5.2700"
"15 Aug 2019","US Dollar","USDGHS","5.2640","5.2692","5.2666"
"14 Aug 2019","US Dollar","USDGHS","5.2614","5.2666","5.2640"
"13 Aug 2019","US Dollar","USDGHS","5.2614","5.2666","5.2640"
"09 Aug 2019","US Dollar","USDGHS","5.2589","5.2641","5.2615"
"08 Aug 2019","US Dollar","USDGHS","5.2813","5.2865","5.2839"
"07 Aug 2019","US Dollar","USDGHS","5.2578","5.2630","5.2604"
"06 Aug 2019","US Dollar","USDGHS","5.2554","5.2606","5.2580"
"02 Aug 2019","US Dollar","USDGHS","5.2540","5.2592","5.2566"
"01 Aug 2019","US Dollar","USDGHS","5.2545","5.2597","5.2571"
"31 Jul 2019","US Dollar","USDGHS","5.2544","5.2596","5.2570"
"30 Jul 2019","US Dollar","USDGHS","5.2544","5.2596","5.2570"
"29 Jul 2019","US Dollar","USDGHS","5.2525","5.2577","5.2551"
"26 Jul 2019","US Dollar","USDGHS","5.2520","5.2572","5.2546"
"25 Jul 2019","US Dollar","USDGHS","5.2529","5.2581","5.2555"
"24 Jul 2019","US Dollar","USDGHS","5.2534","5.2586","5.2560"
"23 Jul 2019","US Dollar","USDGHS","5.2539","5.2591","5.2565"
"22 Jul 2019","US Dollar","USDGHS","5.2539","5.2591","5.2565"
"19 Jul 2019","US Dollar","USDGHS","5.2524","5.2576","5.2550"
"18 Jul 2019","US Dollar","USDGHS","5.2504","5.2556","5.2530"
"17 Jul 2019","US Dollar","USDGHS","5.2494","5.2546","5.2520"
"16 Jul 2019","US Dollar","USDGHS","5.2489","5.2541","5.2515"
"15 Jul 2019","US Dollar","USDGHS","5.2499","5.2551","5.2525"
"12 Jul 2019","US Dollar","USDGHS","5.2518","5.2571","5.2545"
"11 Jul 2019","US Dollar","USDGHS","5.2548","5.2600","5.2574"
"10 Jul 2019","US Dollar","USDGHS","5.2554","5.2606","5.2580"
"09 Jul 2019","US Dollar","USDGHS","5.2559","5.2611","5.2585"
"08 Jul 2019","US Dollar","USDGHS","5.2559","5.2611","5.2585"
"05 Jul 2019","US Dollar","USDGHS","5.2569","5.2621","5.2595"
"04 Jul 2019","US Dollar","USDGHS","5.2549","5.2601","5.2575"
"03 Jul 2019","US Dollar","USDGHS","5.2549","5.2601","5.2575"
"02 Jul 2019","US Dollar","USDGHS","5.2549","5.2601","5.2575"
"01 Jul 2019","US Dollar","USDGHS","5.2554","5.2606","5.2580"
"28 Jun 2019","US Dollar","USDGHS","5.2564","5.2616","5.2590"
"27 Jun 2019","US Dollar","USDGHS","5.2564","5.2616","5.2590"
"26 Jun 2019","US Dollar","USDGHS","5.2574","5.2626","5.2600"
"25 Jun 2019","US Dollar","USDGHS","5.2544","5.2596","5.2570"
"24 Jun 2019","US Dollar","USDGHS","5.2496","5.2548","5.2522"
"21 Jun 2019","US Dollar","USDGHS","5.2496","5.2548","5.2522"
"20 Jun 2019","US Dollar","USDGHS","5.2476","5.2528","5.2502"
"19 Jun 2019","US Dollar","USDGHS","5.2471","5.2523","5.2497"
"18 Jun 2019","US Dollar","USDGHS","5.2471","5.2523","5.2497"
"17 Jun 2019","US Dollar","USDGHS","5.2473","5.2525","5.2499"
"14 Jun 2019","US Dollar","USDGHS","5.2375","5.2427","5.2401"
"13 Jun 2019","US Dollar","USDGHS","5.2328","5.2380","5.2354"
"12 Jun 2019","US Dollar","USDGHS","5.2278","5.2330","5.2304"
"11 Jun 2019","US Dollar","USDGHS","5.2278","5.2330","5.2304"
"10 Jun 2019","US Dollar","USDGHS","5.2228","5.2280","5.2254"
"07 Jun 2019","US Dollar","USDGHS","5.2233","5.2285","5.2259"
"06 Jun 2019","US Dollar","USDGHS","5.2233","5.2285","5.2259"
"04 Jun 2019","US Dollar","USDGHS","5.2083","5.2135","5.2109"
"03 Jun 2019","US Dollar","USDGHS","5.1983","5.2035","5.2009"
"31 May 2019","US Dollar","USDGHS","5.1985","5.2037","5.2011"
"30 May 2019","US Dollar","USDGHS","5.1477","5.1529","5.1503"
"29 May 2019","US Dollar","USDGHS","5.1275","5.1327","5.1301"
"28 May 2019","US Dollar","USDGHS","5.1275","5.1327","5.1301"
"27 May 2019","US Dollar","USDGHS","5.1125","5.1177","5.1151"
"24 May 2019","US Dollar","USDGHS","5.1125","5.1177","5.1151"
"23 May 2019","US Dollar","USDGHS","5.1115","5.1165","5.1140"
"22 May 2019","US Dollar","USDGHS","5.1044","5.1096","5.1070"
"21 May 2019","US Dollar","USDGHS","5.1005","5.1055","5.1030"
"20 May 2019","US Dollar","USDGHS","5.1009","5.1061","5.1035"
"17 May 2019","US Dollar","USDGHS","5.0959","5.1010","5.0985"
"16 May 2019","US Dollar","USDGHS","5.0950","5.1000","5.0975"
"15 May 2019","US Dollar","USDGHS","5.0930","5.0980","5.0955"
"14 May 2019","US Dollar","USDGHS","5.0915","5.0965","5.0940"
"13 May 2019","US Dollar","USDGHS","5.0917","5.0967","5.0942"
"10 May 2019","US Dollar","USDGHS","5.0897","5.0947","5.0922"
"09 May 2019","US Dollar","USDGHS","5.0887","5.0937","5.0912"
"08 May 2019","US Dollar","USDGHS","5.0887","5.0937","5.0912"
"07 May 2019","US Dollar","USDGHS","5.0877","5.0927","5.0902"
"06 May 2019","US Dollar","USDGHS","5.0867","5.0917","5.0892"
"03 May 2019","US Dollar","USDGHS","5.0872","5.0922","5.0897"
"02 May 2019","US Dollar","USDGHS","5.0866","5.0916","5.0891"
"30 Apr 2019","US Dollar","USDGHS","5.0856","5.0906","5.0881"
"29 Apr 2019","US Dollar","USDGHS","5.0856","5.0906","5.0881"
"26 Apr 2019","US Dollar","USDGHS","5.0854","5.0904","5.0879"
"25 Apr 2019","US Dollar","USDGHS","5.0854","5.0904","5.0879"
"24 Apr 2019","US Dollar","USDGHS","5.0852","5.0902","5.0877"
"23 Apr 2019","US Dollar","USDGHS","5.0853","5.0903","5.0878"
"18 Apr 2019","US Dollar","USDGHS","5.0853","5.0903","5.0878"
"17 Apr 2019","US Dollar","USDGHS","5.0833","5.0883","5.0858"
"16 Apr 2019","US Dollar","USDGHS","5.0835","5.0885","5.0860"
"15 Apr 2019","US Dollar","USDGHS","5.0835","5.0885","5.0860"
"12 Apr 2019","US Dollar","USDGHS","5.0837","5.0887","5.0862"
"11 Apr 2019","US Dollar","USDGHS","5.0837","5.0887","5.0862"
"10 Apr 2019","US Dollar","USDGHS","5.0827","5.0877","5.0852"
"09 Apr 2019","US Dollar","USDGHS","5.0825","5.0875","5.0850"
"08 Apr 2019","US Dollar","USDGHS","5.0825","5.0875","5.0850"
"05 Apr 2019","US Dollar","USDGHS","5.0827","5.0877","5.0852"
"04 Apr 2019","US Dollar","USDGHS","5.0829","5.0879","5.0854"
"03 Apr 2019","US Dollar","USDGHS","5.0832","5.0882","5.0857"
"02 Apr 2019","US Dollar","USDGHS","5.0832","5.0882","5.0857"
"01 Apr 2019","US Dollar","USDGHS","5.0834","5.0884","5.0859"
"29 Mar 2019","US Dollar","USDGHS","5.0809","5.0859","5.0834"
"28 Mar 2019","US Dollar","USDGHS","5.0798","5.0850","5.0824"
"27 Mar 2019","US Dollar","USDGHS","5.0798","5.0850","5.0824"
"26 Mar 2019","US Dollar","USDGHS","5.0780","5.0830","5.0805"
"25 Mar 2019","US Dollar","USDGHS","5.0780","5.0830","5.0805"
"22 Mar 2019","US Dollar","USDGHS","5.0778","5.0829","5.0804"
"21 Mar 2019","US Dollar","USDGHS","5.1565","5.1617","5.1591"
"20 Mar 2019","US Dollar","USDGHS","5.2373","5.2426","5.2400"
"19 Mar 2019","US Dollar","USDGHS","5.2373","5.2426","5.2400"
"18 Mar 2019","US Dollar","USDGHS","5.2374","5.2426","5.2400"
"15 Mar 2019","US Dollar","USDGHS","5.2374","5.2426","5.2400"
"14 Mar 2019","US Dollar","USDGHS","5.2374","5.2426","5.2400"
"13 Mar 2019","US Dollar","USDGHS","5.2374","5.2426","5.2400"
"12 Mar 2019","US Dollar","USDGHS","5.2374","5.2426","5.2400"
"11 Mar 2019","US Dollar","USDGHS","5.2326","5.2378","5.2352"
"08 Mar 2019","US Dollar","USDGHS","5.2176","5.2228","5.2202"
"07 Mar 2019","US Dollar","USDGHS","5.2076","5.2128","5.2102"
"05 Mar 2019","US Dollar","USDGHS","5.1976","5.2028","5.2002"
"04 Mar 2019","US Dollar","USDGHS","5.1976","5.2028","5.2002"
"01 Mar 2019","US Dollar","USDGHS","5.1976","5.2028","5.2002"
"28 Feb 2019","US Dollar","USDGHS","5.1726","5.1778","5.1752"
"27 Feb 2019","US Dollar","USDGHS","5.1525","5.1577","5.1551"
"26 Feb 2019","US Dollar","USDGHS","5.0976","5.1027","5.1002"
"25 Feb 2019","US Dollar","USDGHS","5.0302","5.0352","5.0327"
"22 Feb 2019","US Dollar","USDGHS","5.0202","5.0252","5.0227"
"21 Feb 2019","US Dollar","USDGHS","5.0142","5.0192","5.0167"
"20 Feb 2019","US Dollar","USDGHS","5.0092","5.0142","5.0117"
"19 Feb 2019","US Dollar","USDGHS","5.0042","5.0092","5.0067"
"18 Feb 2019","US Dollar","USDGHS","4.9992","5.0042","5.0017"
"15 Feb 2019","US Dollar","USDGHS","4.9992","5.0042","5.0017"
"14 Feb 2019","US Dollar","USDGHS","4.9990","5.0040","5.0015"
"13 Feb 2019","US Dollar","USDGHS","4.9991","5.0041","5.0016"
"12 Feb 2019","US Dollar","USDGHS","4.9981","5.0031","5.0006"
"11 Feb 2019","US Dollar","USDGHS","4.9978","5.0028","5.0003"
"08 Feb 2019","US Dollar","USDGHS","4.9977","5.0027","5.0002"
"07 Feb 2019","US Dollar","USDGHS","4.9677","4.9727","4.9702"
"06 Feb 2019","US Dollar","USDGHS","4.9575","4.9625","4.9600"
"05 Feb 2019","US Dollar","USDGHS","4.9576","4.9626","4.9601"
"04 Feb 2019","US Dollar","USDGHS","4.9502","4.9550","4.9526"
"01 Feb 2019","US Dollar","USDGHS","4.9502","4.9550","4.9526"
"31 Jan 2019","US Dollar","USDGHS","4.9482","4.9530","4.9506"
"30 Jan 2019","US Dollar","USDGHS","4.9460","4.9509","4.9485"
"29 Jan 2019","US Dollar","USDGHS","4.9402","4.9452","4.9427"
"28 Jan 2019","US Dollar","USDGHS","4.9405","4.9454","4.9430"
"25 Jan 2019","US Dollar","USDGHS","4.9380","4.9429","4.9405"
"24 Jan 2019","US Dollar","USDGHS","4.9355","4.9403","4.9379"
"23 Jan 2019","US Dollar","USDGHS","4.9279","4.9329","4.9304"
"22 Jan 2019","US Dollar","USDGHS","4.9179","4.9228","4.9204"
"21 Jan 2019","US Dollar","USDGHS","4.9078","4.9126","4.9102"
"18 Jan 2019","US Dollar","USDGHS","4.9077","4.9126","4.9102"
"17 Jan 2019","US Dollar","USDGHS","4.9026","4.9076","4.9051"
"16 Jan 2019","US Dollar","USDGHS","4.8978","4.9027","4.9003"
"15 Jan 2019","US Dollar","USDGHS","4.8877","4.8925","4.8901"
"14 Jan 2019","US Dollar","USDGHS","4.8727","4.8775","4.8751"
"11 Jan 2019","US Dollar","USDGHS","4.8625","4.8675","4.8650"
"10 Jan 2019","US Dollar","USDGHS","4.8475","4.8524","4.8500"
"09 Jan 2019","US Dollar","USDGHS","4.8401","4.8449","4.8425"
"08 Jan 2019","US Dollar","USDGHS","4.8341","4.8389","4.8365"
"04 Jan 2019","US Dollar","USDGHS","4.8310","4.8358","4.8334"
"03 Jan 2019","US Dollar","USDGHS","4.8280","4.8328","4.8304"
"02 Jan 2019","US Dollar","USDGHS","4.8243","4.8291","4.8267"
"31 Dec 2018","US Dollar","USDGHS","4.8176","4.8224","4.8200"
"28 Dec 2018","US Dollar","USDGHS","4.8176","4.8224","4.8200"
"27 Dec 2018","US Dollar","USDGHS","4.8166","4.8214","4.8190"
"24 Dec 2018","US Dollar","USDGHS","4.8166","4.8214","4.8190"
"21 Dec 2018","US Dollar","USDGHS","4.8159","4.8207","4.8183"
"20 Dec 2018","US Dollar","USDGHS","4.8159","4.8207","4.8183"
"19 Dec 2018","US Dollar","USDGHS","4.8154","4.8202","4.8178"
"18 Dec 2018","US Dollar","USDGHS","4.8138","4.8186","4.8162"
"17 Dec 2018","US Dollar","USDGHS","4.8118","4.8166","4.8142"
"14 Dec 2018","US Dollar","USDGHS","4.8118","4.8166","4.8142"
"13 Dec 2018","US Dollar","USDGHS","4.8115","4.8163","4.8139"
"12 Dec 2018","US Dollar","USDGHS","4.8116","4.8164","4.8140"
"11 Dec 2018","US Dollar","USDGHS","4.8116","4.8164","4.8140"
"10 Dec 2018","US Dollar","USDGHS","4.8096","4.8144","4.8120"
"06 Dec 2018","US Dollar","USDGHS","4.8071","4.8119","4.8095"
"05 Dec 2018","US Dollar","USDGHS","4.8056","4.8104","4.8080"
"04 Dec 2018","US Dollar","USDGHS","4.8056","4.8104","4.8080"
"03 Dec 2018","US Dollar","USDGHS","4.8056","4.8104","4.8080"
"30 Nov 2018","US Dollar","USDGHS","4.8036","4.8084","4.8060"
"29 Nov 2018","US Dollar","USDGHS","4.7976","4.8024","4.8000"
"28 Nov 2018","US Dollar","USDGHS","4.7921","4.7969","4.7945"
"27 Nov 2018","US Dollar","USDGHS","4.7891","4.7939","4.7915"
"26 Nov 2018","US Dollar","USDGHS","4.7891","4.7939","4.7915"
"23 Nov 2018","US Dollar","USDGHS","4.7893","4.7941","4.7917"
"22 Nov 2018","US Dollar","USDGHS","4.7878","4.7926","4.7902"
"21 Nov 2018","US Dollar","USDGHS","4.7878","4.7926","4.7902"
"20 Nov 2018","US Dollar","USDGHS","4.7876","4.7924","4.7900"
"19 Nov 2018","US Dollar","USDGHS","4.7868","4.7916","4.7892"
"16 Nov 2018","US Dollar","USDGHS","4.7870","4.7918","4.7894"
"15 Nov 2018","US Dollar","USDGHS","4.7870","4.7918","4.7894"
"14 Nov 2018","US Dollar","USDGHS","4.7865","4.7913","4.7889"
"13 Nov 2018","US Dollar","USDGHS","4.7865","4.7912","4.7889"
"12 Nov 2018","US Dollar","USDGHS","4.7869","4.7917","4.7893"
"09 Nov 2018","US Dollar","USDGHS","4.7869","4.7917","4.7893"
"08 Nov 2018","US Dollar","USDGHS","4.7864","4.7910","4.7887"
"07 Nov 2018","US Dollar","USDGHS","4.7868","4.7916","4.7892"
"06 Nov 2018","US Dollar","USDGHS","4.7870","4.7918","4.7894"
"05 Nov 2018","US Dollar","USDGHS","4.7866","4.7914","4.7890"
"02 Nov 2018","US Dollar","USDGHS","4.7869","4.7917","4.7893"
"01 Nov 2018","US Dollar","USDGHS","4.7869","4.7917","4.7893"
"31 Oct 2018","US Dollar","USDGHS","4.7875","4.7923","4.7899"
"30 Oct 2018","US Dollar","USDGHS","4.7875","4.7923","4.7899"
"29 Oct 2018","US Dollar","USDGHS","4.7875","4.7923","4.7899"
"26 Oct 2018","US Dollar","USDGHS","4.7871","4.7919","4.7895"
"25 Oct 2018","US Dollar","USDGHS","4.7871","4.7919","4.7895"
"24 Oct 2018","US Dollar","USDGHS","4.7879","4.7927","4.7903"
"23 Oct 2018","US Dollar","USDGHS","4.7881","4.7929","4.7905"
"22 Oct 2018","US Dollar","USDGHS","4.7888","4.7936","4.7912"
"19 Oct 2018","US Dollar","USDGHS","4.7896","4.7944","4.7920"
"18 Oct 2018","US Dollar","USDGHS","4.7905","4.7953","4.7929"
"17 Oct 2018","US Dollar","USDGHS","4.7920","4.7968","4.7944"
"16 Oct 2018","US Dollar","USDGHS","4.7930","4.7977","4.7954"
"15 Oct 2018","US Dollar","USDGHS","4.7936","4.7984","4.7960"
"12 Oct 2018","US Dollar","USDGHS","4.7938","4.7986","4.7962"
"11 Oct 2018","US Dollar","USDGHS","4.7948","4.7996","4.7972"
"10 Oct 2018","US Dollar","USDGHS","4.7949","4.7996","4.7973"
"09 Oct 2018","US Dollar","USDGHS","4.7939","4.7987","4.7963"
"08 Oct 2018","US Dollar","USDGHS","4.7934","4.7982","4.7958"
"05 Oct 2018","US Dollar","USDGHS","4.7934","4.7982","4.7958"
"04 Oct 2018","US Dollar","USDGHS","4.7925","4.7973","4.7949"
"03 Oct 2018","US Dollar","USDGHS","4.7925","4.7973","4.7949"
"02 Oct 2018","US Dollar","USDGHS","4.7794","4.7842","4.7818"
"01 Oct 2018","US Dollar","USDGHS","4.7775","4.7822","4.7799"
"28 Sep 2018","US Dollar","USDGHS","4.7752","4.7800","4.7776"
"27 Sep 2018","US Dollar","USDGHS","4.7702","4.7750","4.7726"
"26 Sep 2018","US Dollar","USDGHS","4.7687","4.7735","4.7711"
"25 Sep 2018","US Dollar","USDGHS","4.7664","4.7712","4.7688"
"24 Sep 2018","US Dollar","USDGHS","4.7644","4.7691","4.7668"
"20 Sep 2018","US Dollar","USDGHS","4.7642","4.7689","4.7666"
"19 Sep 2018","US Dollar","USDGHS","4.7631","4.7679","4.7655"
"18 Sep 2018","US Dollar","USDGHS","4.7632","4.7680","4.7656"
"17 Sep 2018","US Dollar","USDGHS","4.7582","4.7630","4.7606"
"14 Sep 2018","US Dollar","USDGHS","4.7583","4.7631","4.7607"
"13 Sep 2018","US Dollar","USDGHS","4.7572","4.7618","4.7595"
"12 Sep 2018","US Dollar","USDGHS","4.7572","4.7618","4.7595"
"11 Sep 2018","US Dollar","USDGHS","4.7545","4.7593","4.7569"
"10 Sep 2018","US Dollar","USDGHS","4.7522","4.7568","4.7545"
"07 Sep 2018","US Dollar","USDGHS","4.7501","4.7548","4.7525"
"06 Sep 2018","US Dollar","USDGHS","4.7462","4.7510","4.7486"
"05 Sep 2018","US Dollar","USDGHS","4.7267","4.7315","4.7291"
"04 Sep 2018","US Dollar","USDGHS","4.7245","4.7292","4.7269"
"03 Sep 2018","US Dollar","USDGHS","4.7217","4.7264","4.7241"
"31 Aug 2018","US Dollar","USDGHS","4.7217","4.7264","4.7241"
"30 Aug 2018","US Dollar","USDGHS","4.7207","4.7253","4.7230"
"29 Aug 2018","US Dollar","USDGHS","4.7187","4.7234","4.7211"
"28 Aug 2018","US Dollar","USDGHS","4.7173","4.7219","4.7196"
"27 Aug 2018","US Dollar","USDGHS","4.7158","4.7206","4.7182"
"24 Aug 2018","US Dollar","USDGHS","4.7163","4.7209","4.7186"
"23 Aug 2018","US Dollar","USDGHS","4.7148","4.7194","4.7171"
"22 Aug 2018","US Dollar","USDGHS","4.7142","4.7188","4.7165"
"20 Aug 2018","US Dollar","USDGHS","4.7110","4.7158","4.7134"
"17 Aug 2018","US Dollar","USDGHS","4.7116","4.7162","4.7139"
"16 Aug 2018","US Dollar","USDGHS","4.7055","4.7102","4.7079"
"15 Aug 2018","US Dollar","USDGHS","4.7038","4.7084","4.7061"
"14 Aug 2018","US Dollar","USDGHS","4.7019","4.7065","4.7042"
"13 Aug 2018","US Dollar","USDGHS","4.6996","4.7042","4.7019"
"10 Aug 2018","US Dollar","USDGHS","4.6975","4.7022","4.6999"
"09 Aug 2018","US Dollar","USDGHS","4.6968","4.7015","4.6992"
"08 Aug 2018","US Dollar","USDGHS","4.6957","4.7003","4.6980"
"07 Aug 2018","US Dollar","USDGHS","4.6957","4.7004","4.6981"
"06 Aug 2018","US Dollar","USDGHS","4.6937","4.6983","4.6960"
"03 Aug 2018","US Dollar","USDGHS","4.6939","4.6986","4.6963"
"02 Aug 2018","US Dollar","USDGHS","4.6927","4.6974","4.6951"
"01 Aug 2018","US Dollar","USDGHS","4.6920","4.6966","4.6943"
"31 Jul 2018","US Dollar","USDGHS","4.6920","4.6966","4.6943"
"30 Jul 2018","US Dollar","USDGHS","4.6923","4.6969","4.6946"
"27 Jul 2018","US Dollar","USDGHS","4.6924","4.6970","4.6947"
"26 Jul 2018","US Dollar","USDGHS","4.6924","4.6970","4.6947"
"25 Jul 2018","US Dollar","USDGHS","4.6911","4.6957","4.6934"
"24 Jul 2018","US Dollar","USDGHS","4.6902","4.6948","4.6925"
"23 Jul 2018","US Dollar","USDGHS","4.6882","4.6928","4.6905"
"20 Jul 2018","US Dollar","USDGHS","4.6868","4.6915","4.6892"
"19 Jul 2018","US Dollar","USDGHS","4.6847","4.6893","4.6870"
"18 Jul 2018","US Dollar","USDGHS","4.6835","4.6882","4.6859"
"17 Jul 2018","US Dollar","USDGHS","4.6841","4.6888","4.6865"
"16 Jul 2018","US Dollar","USDGHS","4.6827","4.6875","4.6851"
"13 Jul 2018","US Dollar","USDGHS","4.6819","4.6865","4.6842"
"12 Jul 2018","US Dollar","USDGHS","4.6809","4.6855","4.6832"
"11 Jul 2018","US Dollar","USDGHS","4.6804","4.6850","4.6827"
"10 Jul 2018","US Dollar","USDGHS","4.6025","4.6071","4.6048"
"09 Jul 2018","US Dollar","USDGHS","4.5395","4.5441","4.5418"
"06 Jul 2018","US Dollar","USDGHS","4.5294","4.5340","4.5317"
"05 Jul 2018","US Dollar","USDGHS","4.5269","4.5314","4.5292"
"04 Jul 2018","US Dollar","USDGHS","4.5243","4.5287","4.5265"
"03 Jul 2018","US Dollar","USDGHS","4.5243","4.5287","4.5265"
"29 Jun 2018","US Dollar","USDGHS","4.5207","4.5252","4.5230"
"28 Jun 2018","US Dollar","USDGHS","4.5174","4.5219","4.5197"
"27 Jun 2018","US Dollar","USDGHS","4.5074","4.5119","4.5097"
"26 Jun 2018","US Dollar","USDGHS","4.5044","4.5089","4.5067"
"25 Jun 2018","US Dollar","USDGHS","4.4759","4.4804","4.4782"
"22 Jun 2018","US Dollar","USDGHS","4.4697","4.4742","4.4720"
"21 Jun 2018","US Dollar","USDGHS","4.4653","4.4697","4.4675"
"20 Jun 2018","US Dollar","USDGHS","4.4623","4.4667","4.4645"
"19 Jun 2018","US Dollar","USDGHS","4.4576","4.4620","4.4598"
"18 Jun 2018","US Dollar","USDGHS","4.4534","4.4580","4.4557"
"14 Jun 2018","US Dollar","USDGHS","4.4512","4.4557","4.4535"
"13 Jun 2018","US Dollar","USDGHS","4.4484","4.4528","4.4506"
"12 Jun 2018","US Dollar","USDGHS","4.4457","4.4501","4.4479"
"11 Jun 2018","US Dollar","USDGHS","4.4430","4.4475","4.4453"
"08 Jun 2018","US Dollar","USDGHS","4.4406","4.4450","4.4428"
"07 Jun 2018","US Dollar","USDGHS","4.4356","4.4400","4.4378"
"06 Jun 2018","US Dollar","USDGHS","4.4317","4.4361","4.4339"
"05 Jun 2018","US Dollar","USDGHS","4.4279","4.4323","4.4301"
"04 Jun 2018","US Dollar","USDGHS","4.4244","4.4288","4.4266"
"01 Jun 2018","US Dollar","USDGHS","4.4228","4.4272","4.4250"
"31 May 2018","US Dollar","USDGHS","4.4204","4.4248","4.4226"
